ticker,in_current,in_prior,weight_current,weight_prior,weight_delta,tier_current,tier_prior,rank_current,rank_prior
BCAX,1,0,0.0,0.0,0.0,B,,43,
BCRX,1,0,0.0,0.0,0.0,nan,,207,
BCYC,1,0,0.0,0.0,0.0,D,,0,
BDTX,1,0,0.0,0.0,0.0,D,,0,
BEAM,1,0,0.0,0.0,0.0,C,,97,
BIIB,1,0,0.0,0.0,0.0,nan,,191,
BIOA,1,0,0.0,0.0,0.0,nan,,206,
BLTE,1,0,0.0,0.0,0.0,C,,119,
BMEA,1,0,0.0,0.0,0.0,nan,,0,
BMRN,1,0,0.0,0.0,0.0,nan,,152,
BNTX,1,0,0.0,0.0,0.0,C,,95,
BRKR,1,0,0.0,0.0,0.0,nan,,0,
CABA,1,0,0.0,0.0,0.0,C,,82,
CADL,1,0,0.0,0.0,0.0,D,,0,
CAI,1,0,0.0,0.0,0.0,nan,,0,
CATX,1,0,0.0,0.0,0.0,nan,,159,
CCCC,1,0,0.0,0.0,0.0,D,,0,
CDNA,1,0,0.0,0.0,0.0,nan,,190,
CDTX,1,0,0.0,0.0,0.0,D,,0,
CELC,1,0,0.0,0.0,0.0,A,,29,
CERS,1,0,0.0,0.0,0.0,nan,,173,
CGEM,1,0,0.0,0.0,0.0,C,,96,
CGON,1,0,0.0,0.0,0.0,A,,18,
CHRS,1,0,0.0,0.0,0.0,nan,,160,
CLDX,1,0,0.0,0.0,0.0,B,,35,
CLLS,1,0,0.0,0.0,0.0,B,,45,
CLYM,1,0,0.0,0.0,0.0,A,,19,
CMPS,1,0,0.0,0.0,0.0,nan,,205,
CNTA,1,0,0.0,0.0,0.0,A,,28,
CNTX,1,0,0.0,0.0,0.0,D,,0,
COGT,1,0,0.0,0.0,0.0,A,,17,
COLL,1,0,0.0,0.0,0.0,nan,,204,
CRBU,1,0,0.0,0.0,0.0,D,,0,
CRL,1,0,0.0,0.0,0.0,nan,,172,
CRMD,1,0,0.0,0.0,0.0,nan,,0,
CRNX,1,0,0.0,0.0,0.0,C,,111,
CRSP,1,0,0.0,0.0,0.0,A,,21,
CRVS,1,0,0.0,0.0,0.0,B,,38,
CSTL,1,0,0.0,0.0,0.0,nan,,0,
CTKB,1,0,0.0,0.0,0.0,nan,,0,
CTMX,1,0,0.0,0.0,0.0,B,,42,
CTNM,1,0,0.0,0.0,0.0,C,,68,
CVAC,1,0,0.0,0.0,0.0,C,,118,
CYTK,1,0,0.0,0.0,0.0,B,,31,
DAWN,1,0,0.0,0.0,0.0,nan,,184,
DNA,1,0,0.0,0.0,0.0,nan,,0,
DNLI,1,0,0.0,0.0,0.0,B,,33,
DNTH,1,0,0.0,0.0,0.0,A,,16,
DRUG,1,0,0.0,0.0,0.0,C,,102,
DSGN,1,0,0.0,0.0,0.0,C,,101,
DVAX,1,0,0.0,0.0,0.0,nan,,171,
DYN,1,0,0.0,0.0,0.0,C,,94,
EBS,1,0,0.0,0.0,0.0,nan,,136,
EDIT,1,0,0.0,0.0,0.0,D,,0,
ELDN,1,0,0.0,0.0,0.0,D,,0,
ELVN,1,0,0.0,0.0,0.0,C,,93,
ENTA,1,0,0.0,0.0,0.0,C,,72,
EOLS,1,0,0.0,0.0,0.0,nan,,0,
EPRX,1,0,0.0,0.0,0.0,C,,81,
ERAS,1,0,0.0,0.0,0.0,B,,59,
ESPR,1,0,0.0,0.0,0.0,nan,,142,
ETON,1,0,0.0,0.0,0.0,nan,,0,
EWTX,1,0,0.0,0.0,0.0,C,,77,
EXEL,1,0,0.0,0.0,0.0,nan,,155,
EYPT,1,0,0.0,0.0,0.0,C,,105,
FATE,1,0,0.0,0.0,0.0,D,,0,
FDMT,1,0,0.0,0.0,0.0,A,,15,
FHTX,1,0,0.0,0.0,0.0,C,,92,
FLGT,1,0,0.0,0.0,0.0,nan,,0,
FOLD,1,0,0.0,0.0,0.0,nan,,170,
FTRE,1,0,0.0,0.0,0.0,nan,,0,
FULC,1,0,0.0,0.0,0.0,D,,0,
GERN,1,0,0.0,0.0,0.0,nan,,0,
GH,1,0,0.0,0.0,0.0,nan,,189,
GHRS,1,0,0.0,0.0,0.0,C,,123,
GILD,1,0,0.0,0.0,0.0,nan,,145,
GLPG,1,0,0.0,0.0,0.0,C,,66,
GLUE,1,0,0.0,0.0,0.0,C,,91,
GMAB,1,0,0.0,0.0,0.0,nan,,154,
GOSS,1,0,0.0,0.0,0.0,C,,117,
GPCR,1,0,0.0,0.0,0.0,C,,104,
GRFS,1,0,0.0,0.0,0.0,nan,,0,
HALO,1,0,0.0,0.0,0.0,nan,,132,
HRMY,1,0,0.0,0.0,0.0,nan,,195,
HROW,1,0,0.0,0.0,0.0,nan,,185,
HRTX,1,0,0.0,0.0,0.0,C,,70,
HUMA,1,0,0.0,0.0,0.0,D,,0,
IBRX,1,0,0.0,0.0,0.0,A,,26,
IDYA,1,0,0.0,0.0,0.0,nan,,169,
IKT,1,0,0.0,0.0,0.0,D,,0,
ILMN,1,0,0.0,0.0,0.0,nan,,0,
IMCR,1,0,0.0,0.0,0.0,nan,,168,
IMMP,1,0,0.0,0.0,0.0,D,,0,
IMRX,1,0,0.0,0.0,0.0,D,,0,
IMTX,1,0,0.0,0.0,0.0,C,,115,
IMVT,1,0,0.0,0.0,0.0,D,,0,
INBX,1,0,0.0,0.0,0.0,B,,37,
INCY,1,0,0.0,0.0,0.0,nan,,148,
INDV,1,0,0.0,0.0,0.0,nan,,140,
INSM,1,0,0.0,0.0,0.0,nan,,153,
INVA,1,0,0.0,0.0,0.0,nan,,202,
IONS,1,0,0.0,0.0,0.0,nan,,178,
IOVA,1,0,0.0,0.0,0.0,nan,,0,
IRON,1,0,0.0,0.0,0.0,D,,0,
IRWD,1,0,0.0,0.0,0.0,nan,,0,
IVVD,1,0,0.0,0.0,0.0,D,,0,
JANX,1,0,0.0,0.0,0.0,D,,0,
JAZZ,1,0,0.0,0.0,0.0,nan,,149,
JBIO,1,0,0.0,0.0,0.0,D,,0,
KALV,1,0,0.0,0.0,0.0,B,,44,
KMDA,1,0,0.0,0.0,0.0,nan,,146,
KNSA,1,0,0.0,0.0,0.0,nan,,182,
KOD,1,0,0.0,0.0,0.0,A,,14,
KROS,1,0,0.0,0.0,0.0,nan,,201,
KRYS,1,0,0.0,0.0,0.0,nan,,0,
KURA,1,0,0.0,0.0,0.0,A,,9,
KYMR,1,0,0.0,0.0,0.0,C,,74,
KYTX,1,0,0.0,0.0,0.0,B,,32,
LAB,1,0,0.0,0.0,0.0,nan,,188,
LBRX,1,0,0.0,0.0,0.0,B,,58,
LCTX,1,0,0.0,0.0,0.0,C,,90,
LEGN,1,0,0.0,0.0,0.0,nan,,0,
LENZ,1,0,0.0,0.0,0.0,D,,0,
LFCR,1,0,0.0,0.0,0.0,nan,,0,
LGND,1,0,0.0,0.0,0.0,nan,,0,
LQDA,1,0,0.0,0.0,0.0,B,,57,
LRMR,1,0,0.0,0.0,0.0,C,,85,
LXEO,1,0,0.0,0.0,0.0,D,,0,
LYEL,1,0,0.0,0.0,0.0,B,,56,
MAZE,1,0,0.0,0.0,0.0,C,,100,
MBX,1,0,0.0,0.0,0.0,C,,116,
MCRB,1,0,0.0,0.0,0.0,D,,0,
MDGL,1,0,0.0,0.0,0.0,nan,,157,
MEDP,1,0,0.0,0.0,0.0,nan,,163,
MESO,1,0,0.0,0.0,0.0,C,,110,
MIRM,1,0,0.0,0.0,0.0,nan,,147,
MLTX,1,0,0.0,0.0,0.0,D,,0,
MLYS,1,0,0.0,0.0,0.0,D,,0,
MNKD,1,0,0.0,0.0,0.0,nan,,133,
MRSN,1,0,0.0,0.0,0.0,D,,0,
MRUS,1,0,0.0,0.0,0.0,D,,0,
MRVI,1,0,0.0,0.0,0.0,nan,,0,
MYGN,1,0,0.0,0.0,0.0,nan,,0,
NAMS,1,0,0.0,0.0,0.0,C,,109,
NAUT,1,0,0.0,0.0,0.0,B,,47,
NBIX,1,0,0.0,0.0,0.0,nan,,141,
NGNE,1,0,0.0,0.0,0.0,D,,0,
NKTX,1,0,0.0,0.0,0.0,C,,89,
NMRA,1,0,0.0,0.0,0.0,A,,1,
NRIX,1,0,0.0,0.0,0.0,C,,122,
NTLA,1,0,0.0,0.0,0.0,D,,0,
NTRA,1,0,0.0,0.0,0.0,nan,,200,
NUVB,1,0,0.0,0.0,0.0,A,,20,
NUVL,1,0,0.0,0.0,0.0,A,,25,
NVAX,1,0,0.0,0.0,0.0,nan,,125,
NVCR,1,0,0.0,0.0,0.0,nan,,187,
OABI,1,0,0.0,0.0,0.0,D,,0,
OCGN,1,0,0.0,0.0,0.0,D,,0,
OCUL,1,0,0.0,0.0,0.0,D,,0,
OLMA,1,0,0.0,0.0,0.0,A,,24,
ONC,1,0,0.0,0.0,0.0,nan,,150,
OPCH,1,0,0.0,0.0,0.0,nan,,0,
OPK,1,0,0.0,0.0,0.0,nan,,199,
ORIC,1,0,0.0,0.0,0.0,C,,88,
ORKA,1,0,0.0,0.0,0.0,A,,13,
PACB,1,0,0.0,0.0,0.0,nan,,0,
PAHC,1,0,0.0,0.0,0.0,nan,,0,
PBYI,1,0,0.0,0.0,0.0,nan,,166,
PCRX,1,0,0.0,0.0,0.0,nan,,198,
PCVX,1,0,0.0,0.0,0.0,B,,54,
PEPG,1,0,0.0,0.0,0.0,A,,12,
PGEN,1,0,0.0,0.0,0.0,C,,120,
PHAT,1,0,0.0,0.0,0.0,nan,,0,
PHVS,1,0,0.0,0.0,0.0,A,,8,
PRAX,1,0,0.0,0.0,0.0,A,,5,
PRLD,1,0,0.0,0.0,0.0,D,,0,
PRTA,1,0,0.0,0.0,0.0,B,,53,
PRVA,1,0,0.0,0.0,0.0,nan,,0,
PSNL,1,0,0.0,0.0,0.0,nan,,0,
PTCT,1,0,0.0,0.0,0.0,nan,,165,
PTGX,1,0,0.0,0.0,0.0,D,,0,
PVLA,1,0,0.0,0.0,0.0,A,,2,
PYXS,1,0,0.0,0.0,0.0,D,,0,
QSI,1,0,0.0,0.0,0.0,nan,,0,
QURE,1,0,0.0,0.0,0.0,D,,0,
RANI,1,0,0.0,0.0,0.0,D,,0,
RAPP,1,0,0.0,0.0,0.0,B,,40,
RAPT,1,0,0.0,0.0,0.0,B,,41,
RARE,1,0,0.0,0.0,0.0,nan,,0,
RCKT,1,0,0.0,0.0,0.0,D,,0,
RCUS,1,0,0.0,0.0,0.0,nan,,186,
REGN,1,0,0.0,0.0,0.0,nan,,131,
REPL,1,0,0.0,0.0,0.0,D,,0,
RGEN,1,0,0.0,0.0,0.0,nan,,0,
RGNX,1,0,0.0,0.0,0.0,nan,,0,
RIGL,1,0,0.0,0.0,0.0,nan,,164,
RNA,1,0,0.0,0.0,0.0,A,,3,
ROIV,1,0,0.0,0.0,0.0,D,,0,
RPRX,1,0,0.0,0.0,0.0,nan,,0,
RVMD,1,0,0.0,0.0,0.0,D,,0,
RYTM,1,0,0.0,0.0,0.0,nan,,127,
SABS,1,0,0.0,0.0,0.0,C,,76,
SANA,1,0,0.0,0.0,0.0,D,,0,
SEPN,1,0,0.0,0.0,0.0,D,,0,
SERA,1,0,0.0,0.0,0.0,nan,,162,
SGMO,1,0,0.0,0.0,0.0,D,,0,
SGMT,1,0,0.0,0.0,0.0,D,,0,
SIGA,1,0,0.0,0.0,0.0,nan,,177,
SION,1,0,0.0,0.0,0.0,A,,11,
SLDB,1,0,0.0,0.0,0.0,B,,49,
SLN,1,0,0.0,0.0,0.0,C,,69,
SMMT,1,0,0.0,0.0,0.0,D,,0,
SNDX,1,0,0.0,0.0,0.0,nan,,0,
SNY,1,0,0.0,0.0,0.0,nan,,128,
SPRY,1,0,0.0,0.0,0.0,D,,0,
SRPT,1,0,0.0,0.0,0.0,nan,,0,
SRRK,1,0,0.0,0.0,0.0,B,,55,
STOK,1,0,0.0,0.0,0.0,nan,,181,
STRO,1,0,0.0,0.0,0.0,C,,80,
STVN,1,0,0.0,0.0,0.0,nan,,0,
SUPN,1,0,0.0,0.0,0.0,nan,,144,
SVRA,1,0,0.0,0.0,0.0,C,,114,
SYRE,1,0,0.0,0.0,0.0,A,,7,
TARA,1,0,0.0,0.0,0.0,D,,0,
TARS,1,0,0.0,0.0,0.0,nan,,0,
TBPH,1,0,0.0,0.0,0.0,C,,67,
TCRX,1,0,0.0,0.0,0.0,D,,0,
TECH,1,0,0.0,0.0,0.0,nan,,129,
TECX,1,0,0.0,0.0,0.0,B,,46,
TEM,1,0,0.0,0.0,0.0,nan,,0,
TENX,1,0,0.0,0.0,0.0,C,,108,
TGTX,1,0,0.0,0.0,0.0,nan,,167,
TKNO,1,0,0.0,0.0,0.0,nan,,0,
TNGX,1,0,0.0,0.0,0.0,C,,87,
TNYA,1,0,0.0,0.0,0.0,D,,0,
TRDA,1,0,0.0,0.0,0.0,C,,86,
TRVI,1,0,0.0,0.0,0.0,C,,71,
TSHA,1,0,0.0,0.0,0.0,B,,52,
TVTX,1,0,0.0,0.0,0.0,nan,,156,
TWST,1,0,0.0,0.0,0.0,nan,,161,
TXG,1,0,0.0,0.0,0.0,nan,,176,
TYRA,1,0,0.0,0.0,0.0,C,,99,
UPB,1,0,0.0,0.0,0.0,D,,0,
URGN,1,0,0.0,0.0,0.0,C,,107,
UTHR,1,0,0.0,0.0,0.0,nan,,196,
VCEL,1,0,0.0,0.0,0.0,nan,,135,
VCYT,1,0,0.0,0.0,0.0,nan,,0,
VERA,1,0,0.0,0.0,0.0,A,,23,
VIR,1,0,0.0,0.0,0.0,B,,34,
VKTX,1,0,0.0,0.0,0.0,C,,113,
VNDA,1,0,0.0,0.0,0.0,nan,,124,
VOR,1,0,0.0,0.0,0.0,D,,0,
VRDN,1,0,0.0,0.0,0.0,A,,10,
VRTX,1,0,0.0,0.0,0.0,nan,,126,
VTRS,1,0,0.0,0.0,0.0,nan,,0,
VTYX,1,0,0.0,0.0,0.0,B,,65,
VYGR,1,0,0.0,0.0,0.0,C,,84,
WVE,1,0,0.0,0.0,0.0,D,,0,
XENE,1,0,0.0,0.0,0.0,B,,36,
XERS,1,0,0.0,0.0,0.0,nan,,0,
XNCR,1,0,0.0,0.0,0.0,C,,75,
ZBIO,1,0,0.0,0.0,0.0,A,,6,
ZLAB,1,0,0.0,0.0,0.0,nan,,0,
ZVRA,1,0,0.0,0.0,0.0,B,,51,
ZYME,1,0,0.0,0.0,0.0,nan,,180,
