ticker,company_name,actionable_rank,target_weight_pct,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,clinical_optionality_pct_dev,catalyst_days,catalyst_mode,mom_state,risk_flags,size_band,size_reasons,archetype,eligible,composite_rank,composite_score
KOD,Kodiak Sciences Inc,11,5.77,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.685185,0.967066,155,specific_days,tailwind,high_beta,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short|high_risk,drug_developer,1,204,0.037547915422885575
FDMT,"4D Molecular Therapeutics, Inc.",12,0.71,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.675084,0.913174,94,specific_days,headwind,high_beta,XS,tier_a_dev|momentum_headwind|high_risk|cost_haircut_<=2000bps,drug_developer,1,201,0.037547915422885575
DNTH,"Dianthus Therapeutics, Inc.",13,5.77,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.671717,0.949102,123,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,200,0.037547915422885575
COGT,"Cogent Biosciences, Inc.",14,6.79,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.664983,0.829341,94,specific_days,tailwind,high_vol,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|high_risk,drug_developer,1,198,0.037547915422885575
CGON,"CG Oncology, Inc.",15,5.77,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.661616,0.865269,94,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,197,0.037547915422885575
VERA,"Vera Therapeutics, Inc.",16,5.77,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.638047,0.919162,16,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,190,0.0566169393939394
REPL,"Replimune Group, Inc.",17,5.77,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.624579,0.853293,2,specific_days,headwind,deep_drawdown|deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|momentum_headwind,drug_developer,1,186,0.0566169393939394
OLMA,"Olema Pharmaceuticals, Inc.",18,5.77,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.621212,0.805389,2,specific_days,tailwind,high_vol|deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|high_risk,drug_developer,1,185,0.0566169393939394
ADCT,ADC Therapeutics SA,19,2.85,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.580808,0.889222,1,specific_days,headwind,,M,tier_a_dev|sponsor_confirmed|momentum_headwind|cost_haircut_<=2000bps,drug_developer,1,173,0.0566169393939394
NUVB,Nuvation Bio Inc.,20,3.46,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.223906,0.769461,124,specific_days,headwind,high_vol|deep_drawdown|deep_drawdown_rel_xbi,M,tier_a_dev|sponsor_confirmed|momentum_headwind|high_risk,drug_developer,1,67,0.1
