ticker,company_name,actionable_rank,target_weight_pct,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,clinical_optionality_pct_dev,catalyst_days,catalyst_mode,mom_state,risk_flags,size_band,size_reasons,archetype,eligible,composite_rank,composite_score
OLMA,"Olema Pharmaceuticals, Inc.",11,5.61,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.685185,0.805389,121,specific_days,tailwind,high_vol|deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|high_risk,drug_developer,1,204,0.037547915422885575
CLYM,"Climb Bio, Inc.",12,4.62,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.109428,0.727545,31,specific_days,tailwind,high_beta|overbought_rsi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|high_risk|cost_haircut_<=2000bps,drug_developer,1,33,0.1
KOD,Kodiak Sciences Inc,13,5.61,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.681818,0.967066,153,specific_days,tailwind,high_beta,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short|high_risk,drug_developer,1,203,0.037547915422885575
FDMT,"4D Molecular Therapeutics, Inc.",14,0.69,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.66835,0.913174,92,specific_days,headwind,high_beta,XS,tier_a_dev|momentum_headwind|high_risk|cost_haircut_<=2000bps,drug_developer,1,199,0.037547915422885575
DNTH,"Dianthus Therapeutics, Inc.",15,5.61,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.664983,0.949102,121,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,198,0.037547915422885575
COGT,"Cogent Biosciences, Inc.",16,6.6,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.658249,0.829341,92,specific_days,tailwind,high_vol,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|high_risk,drug_developer,1,196,0.037547915422885575
CGON,"CG Oncology, Inc.",17,5.61,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.654882,0.865269,92,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,195,0.037547915422885575
CELC,Celcuity Inc.,18,6.6,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.648148,0.841317,121,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,193,0.037547915422885575
VERA,"Vera Therapeutics, Inc.",19,5.61,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.624579,0.919162,14,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,186,0.0566169393939394
REPL,"Replimune Group, Inc.",20,5.61,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.614478,0.853293,30,specific_days,headwind,deep_drawdown|deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|momentum_headwind,drug_developer,1,183,0.0566169393939394
